id,json
78,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 1227516, ""Plan Width"": 111, ""Actual Startup Time"": 0.035, ""Actual Total Time"": 231.625, ""Actual Rows"": 1226332, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1993-03-16'::date)"", ""Rows Removed by Filter"": 273668}, ""Planning Time"": 0.062, ""Triggers"": [], ""Execution Time"": 268.144}"
79,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 1094814, ""Plan Width"": 111, ""Actual Startup Time"": 0.025, ""Actual Total Time"": 228.824, ""Actual Rows"": 1091508, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1993-10-19'::date)"", ""Rows Removed by Filter"": 408492}, ""Planning Time"": 0.043, ""Triggers"": [], ""Execution Time"": 263.047}"
80,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 187519.01, ""Plan Rows"": 1519324, ""Plan Width"": 121, ""Actual Startup Time"": 0.026, ""Actual Total Time"": 1300.656, ""Actual Rows"": 1560306, ""Actual Loops"": 1, ""Filter"": ""(l_quantity > '37'::numeric)"", ""Rows Removed by Filter"": 4440909}, ""Planning Time"": 0.046, ""Triggers"": [], ""Execution Time"": 1353.299}"
81,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 417.671, ""Actual Total Time"": 435.14, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 342.009, ""Actual Total Time"": 342.009, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '79'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.05, ""Triggers"": [], ""Execution Time"": 435.153}"
82,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 43354.7, ""Plan Rows"": 84472, ""Plan Width"": 111, ""Actual Startup Time"": 0.167, ""Actual Total Time"": 152.233, ""Actual Rows"": 86664, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 33907.5, ""Plan Rows"": 35197, ""Plan Width"": 111, ""Actual Startup Time"": 0.169, ""Actual Total Time"": 62.176, ""Actual Rows"": 28888, ""Actual Loops"": 3, ""Filter"": ""(o_orderdate > '1998-03-16'::date)"", ""Rows Removed by Filter"": 471112, ""Workers"": []}]}, ""Planning Time"": 0.043, ""Triggers"": [], ""Execution Time"": 154.813}"
83,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 408.245, ""Actual Total Time"": 422.457, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 336.459, ""Actual Total Time"": 336.459, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '76'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.048, ""Triggers"": [], ""Execution Time"": 422.468}"
84,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 187519.01, ""Plan Rows"": 1999627, ""Plan Width"": 121, ""Actual Startup Time"": 0.029, ""Actual Total Time"": 1289.37, ""Actual Rows"": 2041467, ""Actual Loops"": 1, ""Filter"": ""(l_quantity > '33'::numeric)"", ""Rows Removed by Filter"": 3959748}, ""Planning Time"": 0.046, ""Triggers"": [], ""Execution Time"": 1348.396}"
85,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 1466345, ""Plan Width"": 111, ""Actual Startup Time"": 0.023, ""Actual Total Time"": 229.66, ""Actual Rows"": 1465700, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1992-02-24'::date)"", ""Rows Removed by Filter"": 34300}, ""Planning Time"": 0.041, ""Triggers"": [], ""Execution Time"": 268.975}"
86,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 442.339, ""Actual Total Time"": 465.498, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 337.664, ""Actual Total Time"": 337.664, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '61'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.051, ""Triggers"": [], ""Execution Time"": 465.51}"
87,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 187519.01, ""Plan Rows"": 5031274, ""Plan Width"": 121, ""Actual Startup Time"": 0.028, ""Actual Total Time"": 1392.11, ""Actual Rows"": 5042478, ""Actual Loops"": 1, ""Filter"": ""(l_quantity > '8'::numeric)"", ""Rows Removed by Filter"": 958737}, ""Planning Time"": 0.047, ""Triggers"": [], ""Execution Time"": 1548.663}"
88,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 406.091, ""Actual Total Time"": 409.584, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 333.612, ""Actual Total Time"": 333.612, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '80'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.049, ""Triggers"": [], ""Execution Time"": 409.596}"
89,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 187519.01, ""Plan Rows"": 2960032, ""Plan Width"": 121, ""Actual Startup Time"": 0.026, ""Actual Total Time"": 1349.617, ""Actual Rows"": 3001787, ""Actual Loops"": 1, ""Filter"": ""(l_quantity > '25'::numeric)"", ""Rows Removed by Filter"": 2999428}, ""Planning Time"": 0.045, ""Triggers"": [], ""Execution Time"": 1443.545}"
90,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 168184.67, ""Plan Rows"": 234250, ""Plan Width"": 121, ""Actual Startup Time"": 0.21, ""Actual Total Time"": 424.468, ""Actual Rows"": 239470, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 97604, ""Plan Width"": 121, ""Actual Startup Time"": 0.164, ""Actual Total Time"": 331.478, ""Actual Rows"": 79823, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '48'::numeric)"", ""Rows Removed by Filter"": 1920582, ""Workers"": []}]}, ""Planning Time"": 0.049, ""Triggers"": [], ""Execution Time"": 433.947}"
91,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 187519.01, ""Plan Rows"": 2960032, ""Plan Width"": 121, ""Actual Startup Time"": 0.027, ""Actual Total Time"": 1336.121, ""Actual Rows"": 3001787, ""Actual Loops"": 1, ""Filter"": ""(l_quantity > '25'::numeric)"", ""Rows Removed by Filter"": 2999428}, ""Planning Time"": 0.049, ""Triggers"": [], ""Execution Time"": 1431.692}"
92,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 400.202, ""Actual Total Time"": 403.531, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 324.436, ""Actual Total Time"": 324.436, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '93'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.05, ""Triggers"": [], ""Execution Time"": 403.547}"
93,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 400.259, ""Actual Total Time"": 426.011, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 330.018, ""Actual Total Time"": 330.019, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '62'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.048, ""Triggers"": [], ""Execution Time"": 426.022}"
94,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 187519.01, ""Plan Rows"": 3941641, ""Plan Width"": 121, ""Actual Startup Time"": 0.028, ""Actual Total Time"": 1358.114, ""Actual Rows"": 3962705, ""Actual Loops"": 1, ""Filter"": ""(l_quantity > '17'::numeric)"", ""Rows Removed by Filter"": 2038510}, ""Planning Time"": 0.046, ""Triggers"": [], ""Execution Time"": 1478.602}"
95,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 37759.6, ""Plan Rows"": 28521, ""Plan Width"": 111, ""Actual Startup Time"": 0.23, ""Actual Total Time"": 158.369, ""Actual Rows"": 30368, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 33907.5, ""Plan Rows"": 11884, ""Plan Width"": 111, ""Actual Startup Time"": 0.132, ""Actual Total Time"": 62.263, ""Actual Rows"": 10123, ""Actual Loops"": 3, ""Filter"": ""(o_orderdate > '1998-06-14'::date)"", ""Rows Removed by Filter"": 489877, ""Workers"": []}]}, ""Planning Time"": 0.048, ""Triggers"": [], ""Execution Time"": 159.473}"
96,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 949493, ""Plan Width"": 111, ""Actual Startup Time"": 0.03, ""Actual Total Time"": 221.58, ""Actual Rows"": 944491, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1994-06-12'::date)"", ""Rows Removed by Filter"": 555509}, ""Planning Time"": 0.043, ""Triggers"": [], ""Execution Time"": 248.956}"
97,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""orders"", ""Alias"": ""orders"", ""Startup Cost"": 0.0, ""Total Cost"": 44845.0, ""Plan Rows"": 1443766, ""Plan Width"": 111, ""Actual Startup Time"": 0.024, ""Actual Total Time"": 232.972, ""Actual Rows"": 1442101, ""Actual Loops"": 1, ""Filter"": ""(o_orderdate > '1992-04-02'::date)"", ""Rows Removed by Filter"": 57899}, ""Planning Time"": 0.042, ""Triggers"": [], ""Execution Time"": 277.121}"
98,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 168184.67, ""Plan Rows"": 234250, ""Plan Width"": 121, ""Actual Startup Time"": 0.201, ""Actual Total Time"": 437.922, ""Actual Rows"": 239470, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 97604, ""Plan Width"": 121, ""Actual Startup Time"": 0.13, ""Actual Total Time"": 335.589, ""Actual Rows"": 79823, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '48'::numeric)"", ""Rows Removed by Filter"": 1920582, ""Workers"": []}]}, ""Planning Time"": 0.05, ""Triggers"": [], ""Execution Time"": 447.177}"
99,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 1000.0, ""Total Cost"": 144759.77, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 451.476, ""Actual Total Time"": 470.442, ""Actual Rows"": 0, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""lineitem"", ""Alias"": ""lineitem"", ""Startup Cost"": 0.0, ""Total Cost"": 143759.67, ""Plan Rows"": 1, ""Plan Width"": 121, ""Actual Startup Time"": 339.948, ""Actual Total Time"": 339.949, ""Actual Rows"": 0, ""Actual Loops"": 3, ""Filter"": ""(l_quantity > '69'::numeric)"", ""Rows Removed by Filter"": 2000405, ""Workers"": []}]}, ""Planning Time"": 0.048, ""Triggers"": [], ""Execution Time"": 470.455}"
